prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#>
prefix owl: <http://www.w3.org/2002/07/owl#>
SELECT * WHERE {
 ?a1 rdf:type ?C0.
 ?C1 rdfs:subClassOf ?C2.
 ?C2 rdfs:subClassOf ?C3.
 ?C3 rdfs:subClassOf ?C4.
 ?C0 owl:disjointWith ?C4.
 ?p0 rdfs:range ?C1.
 ?a0 ?p0 ?a1.
}
a1,C0,C1,C2,C3,C4,p0,a0
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://dbpedia.org/resource/Italian_Chamber_of_Deputies,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://dati.camera.it/ocd/
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://schema.org/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://schema.org/Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://schema.org/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://rdf.muninn-project.org/ww1/2011/11/11/Organization/Muninn,http://xmlns.com/foaf/0.1/Organization,http://www.w3.org/2000/10/swap/pim/contact#Person,http://schema.org/Person,http://www.w3.org/2000/10/swap/pim/contact#Person,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
https://lov.linkeddata.es/dataset/lov/lov.rdf#SamerAbdallah,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://purl.org/ontology/olo/core#
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/41dc27680494a837191e87a472e55b60
http://rdf.muninn-project.org/ww1/2011/11/11/Person/Warren,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://rdf.muninn-project.org/ontologies/military
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
https://plus.google.com/112068148589999713385,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://www.w3.org/2002/12/cal/ical
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/41dc27680494a837191e87a472e55b60
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://rhizomik.net/~roberto,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://rhizomik.net/ontologies/copyrightonto.owl
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
http://data.semanticweb.org/person/libby-miller,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://www.w3.org/2002/12/cal/ical
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://softeng.polito.it/vagliano/,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://softeng.polito.it/rsctx
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
https://plus.google.com/106896159127588057802,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://purl.org/ontology/olo/core#
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/41dc27680494a837191e87a472e55b60
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://rhizomik.net/~roberto,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://rhizomik.net/ontologies/copyrightonto.owl
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/41dc27680494a837191e87a472e55b60
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
http://colin.maudry/rdf/colin-maudry#me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://purl.org/onto-ocds/ocds
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
mailto:rich.keller@nasa.gov,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://data.nasa.gov/ontologies/atmonto/ATM#
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/41dc27680494a837191e87a472e55b60
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://softeng.polito.it/vagliano/,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://softeng.polito.it/rsctx
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
https://plus.google.com/106896159127588057802,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://purl.org/ontology/olo/core#
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/41dc27680494a837191e87a472e55b60
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/db083e0847443286a3b402f339d908a7
http://rhizomik.net/~roberto,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://rhizomik.net/ontologies/copyrightonto.owl
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/41dc27680494a837191e87a472e55b60
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/d9ccda421939b403c50384e6f2b4778b
http://colin.maudry/rdf/colin-maudry#me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,http://purl.org/onto-ocds/ocds
http://iandavis.com/id/me,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://triplydb.com/.well-known/genid/9b4b25a5b10540fab637835aa677e8f6
mailto:rich.keller@nasa.gov,http://xmlns.com/foaf/0.1/Person,http://schema.org/Person,http://purl.org/goodrelations/v1#BusinessEntity,http://www.w3.org/ns/org#FormalOrganization,http://xmlns.com/foaf/0.1/Organization,http://purl.org/dc/terms/creator,https://data.nasa.gov/ontologies/atmonto/ATM#
