 prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#>
prefix owl: <http://www.w3.org/2002/07/owl#>
select * where {
?a0 rdf:type ?C0.
?C3 owl:disjointWith ?C5.
?p0 rdfs:range ?C1.
?C0 rdfs:subClassOf ?C2.
?C2 rdfs:subClassOf ?C3.
?C1 rdfs:subClassOf ?C5.
?a0 ?p0 ?a1.
}
a0,C0,C3,C5,p0,C1,C2,a1
https://w3id.org/cocoon/v1.0#azure,http://purl.org/goodrelations/v1#BusinessEntity,http://xmlns.com/foaf/0.1/Organization,http://xmlns.com/foaf/0.1/Document,http://xmlns.com/foaf/0.1/page,http://schema.org/CreativeWork,http://www.w3.org/ns/org#FormalOrganization,https://azure.microsoft.com/
https://w3id.org/cocoon/v1.0#gcloud,http://purl.org/goodrelations/v1#BusinessEntity,http://xmlns.com/foaf/0.1/Organization,http://xmlns.com/foaf/0.1/Document,http://xmlns.com/foaf/0.1/page,http://schema.org/CreativeWork,http://www.w3.org/ns/org#FormalOrganization,https://cloud.google.com/
http://bblfish.net/work/atom-owl/2006-06-06/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Henry Story
http://code-research.eu/ontology/visual-analytics,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Belgin Mutlu Patrick Hoefler
http://contextus.net/ontology/ontomedia/ext/common/being#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,K Faith Lawrence (mailto:kf03r@ecs.soton.ac.uk)
http://contextus.net/ontology/ontomedia/ext/common/being#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Michael O. Jewell (mailto:moj@ecs.soton.ac.uk)
http://contextus.net/ontology/ontomedia/ext/common/being#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Mischa M Tuffield (mailto:mmt04r@ecs.soton.ac.uk)
http://contextus.net/ontology/ontomedia/ext/common/trait#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,K Faith Lawrence (mailto:kf03r@ecs.soton.ac.uk)
http://contextus.net/ontology/ontomedia/ext/common/trait#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Michael O. Jewell (mailto:moj@ecs.soton.ac.uk)
http://contextus.net/ontology/ontomedia/ext/common/trait#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Mischa M Tuffield (mailto:mmt04r@ecs.soton.ac.uk)
